species_id,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-00481,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__
OTU-06631,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gelidibacter,
OTU-21241,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,,
OTU-23564,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Cephaloticoccus,
OTU-08834,d__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,,
OTU-14502,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,,
OTU-20630,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__PSNIH2,
OTU-00386,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Palaeococcus,s__Palaeococcus ferrophilus
OTU-08931,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter lari_A
OTU-09815,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Kandleria,s__Kandleria vitulina
OTU-00052,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeales,f__B26-1,g__B26-1,s__
OTU-17228,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium loti_B
OTU-13241,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,
OTU-13488,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__Emergencia timonensis
OTU-06812,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A,
OTU-16204,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Asaia,s__Asaia platycodi
OTU-05223,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__CAG-279,
OTU-10704,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_F,s__Mycoplasma_F buteonis
OTU-17538,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium diazoefficiens
OTU-03090,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,,
OTU-06724,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MAG-121220-bin8,
OTU-19847,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Accumulibacter,s__Accumulibacter sp2
OTU-11985,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,
OTU-09676,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Bhargavaea,s__Bhargavaea cecembensis_B
OTU-03248,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis mediterranei
OTU-01331,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,g__Solibacter,s__Solibacter usitatus
OTU-00550,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,
OTU-10686,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_D,s__Mycoplasma_D orale
OTU-15847,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,,,
OTU-19799,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__Nitrosomonas europaea
OTU-14210,d__Bacteria,p__Firmicutes,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,,
OTU-15109,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Gottesmanbacterales,,,
OTU-07830,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__SM23-28-2,,,
OTU-13718,d__Bacteria,p__Firmicutes,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Anaerococcus,
OTU-06813,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A,
OTU-10384,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-20033,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,,
OTU-06913,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salegentibacter,s__Salegentibacter sp1
OTU-10668,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Spiroplasma_A,s__Spiroplasma_A turonicum
OTU-22258,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__
OTU-16938,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__
OTU-14190,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella tobetsuensis
OTU-10018,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,
OTU-20443,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia_A,
OTU-00762,d__Archaea,p__Microarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__Iainarchaeaceae,g__Iainarchaeum,s__Iainarchaeum andersonii
OTU-05351,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae,g__Saccharicrinis,s__Saccharicrinis fermentans
OTU-16512,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Kiloniellales,f__Kiloniellaceae,g__Kiloniella,
OTU-19742,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Neisseriaceae,g__Neisseria,
OTU-03994,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Microbispora,
OTU-21571,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,
OTU-11963,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerocolumna,
OTU-23148,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_A,g__Spirochaeta_A,
OTU-17179,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Leaf454,s__Leaf454 sp1
OTU-15185,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Levybacterales,f__GWA1-39-11,g__2-01-FULL-38-26,s__
OTU-00385,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,,
OTU-11871,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
OTU-13144,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,
OTU-15749,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__UBA1020,s__
OTU-07538,d__Bacteria,p__Calescamantes,c__Calescibacteriia,o__Calescibacteriales,f__Calescibacteriaceae,g__Calescibacterium,s__Calescibacterium nevades
OTU-02000,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Serinicoccus,s__Serinicoccus chungangensis
OTU-13433,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Subdoligranulum,
OTU-01948,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Arsenicicoccus,s__
OTU-03838,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces massiliensis
OTU-19958,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Achromatium,s__Achromatium palustre
OTU-09505,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_D,g__Bacillus_L,s__Bacillus_L hemicellulosilyticus
OTU-14955,d__Bacteria,p__Patescibacteria,c__ABY1,o__UBA2169,f__UBA2169,g__2-02-FULL-48-11-A,s__
OTU-07193,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,,
OTU-14250,d__Bacteria,p__Firmicutes,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,g__Thermosyntropha,s__Thermosyntropha lipolytica
OTU-15275,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__UBA1400,f__UBA12028,g__UBA12028,
OTU-10627,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Hepatoplasmataceae,g__Bg2,s__
OTU-15379,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Portnoybacterales,f__CG1-02-40-25,g__CG1-02-40-25,s__
OTU-19897,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Thauera,
OTU-15391,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Ryanbacterales,f__GWA2-47-10b,g__HO2-45-13,s__HO2-45-13 sp1
OTU-11759,d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,,,
OTU-20227,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,
OTU-05202,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__CAG-1031,s__
OTU-08805,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,g__Dictyoglomus,s__Dictyoglomus thermophilum
OTU-03436,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides sp5
OTU-13383,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus sp2
OTU-21674,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__IMCC2047,,
OTU-09241,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Halolactibacillus,s__Halolactibacillus halophilus
OTU-16028,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Schlesneria,s__Schlesneria paludicola
OTU-02209,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__
OTU-08139,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Rubidibacteraceae,g__Rubidibacter,s__Rubidibacter lacunae
OTU-12399,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__
OTU-09968,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,
OTU-06358,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita capsosiphonis
OTU-23100,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,g__Borrelia,s__Borrelia coriaceae
OTU-23408,d__Bacteria,p__Verrucomicrobia,c__Chlamydiia,o__Chlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia chondrophila
OTU-03781,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces curacoi
OTU-00879,d__Archaea,p__Nanoarchaeota,c__Woesearchaeia,o__GW2011-AR4,f__GW2011-AR4,g__GW2011-AR4,s__GW2011-AR4 sp1
OTU-08412,d__Bacteria,p__Desulfobacteraeota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae,g__Desulfarculus,s__Desulfarculus baarsii
OTU-07757,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,,,,
OTU-07018,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,,
OTU-22259,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__
OTU-20428,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Erwinia,s__Erwinia piriflorinigrans
OTU-12957,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Firm-08,,
OTU-10514,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__
OTU-09636,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Salimicrobium,
OTU-18256,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__UBA1997,,
OTU-03100,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Actinoplanes,s__Actinoplanes awajinensis
OTU-12949,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__UBA1033,
OTU-20883,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__Shewanella marina
OTU-11872,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
OTU-21227,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Cycloclasticaceae,g__Cycloclasticus,
OTU-00904,d__Archaea,p__Nanoarchaeota,c__Woesearchaeia,o__Pacearchaeales,f__UBA73,,
OTU-17096,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aquamicrobium,s__Aquamicrobium sp1
OTU-10251,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_K,s__Lactobacillus_K farciminis
OTU-10245,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_K,
OTU-10133,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_B,s__Lactobacillus_B murinus
OTU-20057,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Thioalkalivibrionaceae,g__Thioalkalivibrio,s__Thioalkalivibrio sp1
OTU-06202,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__ASP10-05a,,
OTU-22737,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA5861,f__UBA5861,,
OTU-04375,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Senegalimassilia,
OTU-06680,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Leeuwenhoekiella,s__Leeuwenhoekiella blandensis
OTU-13517,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Caminicellaceae,g__Paramaledivibacter,
OTU-12594,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__V9D3004,
OTU-18198,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Thalassospiraceae,g__Thalassospira,s__
OTU-11056,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Alicyclobacillales,f__Alicyclobacillaceae,g__USBA-503,s__
OTU-01166,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIB,g__UBA91,
OTU-09890,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Traorella,s__Traorella massiliensis
OTU-22011,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__UBA5078,s__
OTU-04759,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_B,
OTU-21862,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__
OTU-21075,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio rumoiensis
OTU-16375,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,
OTU-22415,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E sp31
OTU-00208,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,,
OTU-04716,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp2
OTU-03514,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora azatica
OTU-04019,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis,s__Nocardiopsis valliformis
OTU-14642,d__Bacteria,p__Myxococcaeota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__
OTU-18916,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia mallei
OTU-21236,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylocaldum,
OTU-22969,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas maliensis
OTU-08902,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter nitrofigilis
OTU-07207,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,
OTU-20506,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera_A,
OTU-07291,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pseudopedobacter,s__
OTU-17149,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,s__Bartonella tribocorum
OTU-02210,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__
OTU-02596,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia,
OTU-23716,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,
OTU-20720,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yersinia,
OTU-11076,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Brevibacillales,f__Brevibacillaceae,g__Brevibacillus_A,s__Brevibacillus_A thermoruber
OTU-20342,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buttiauxella,s__Buttiauxella agrestis
OTU-22738,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA5861,f__UBA5861,,
OTU-05224,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__CAG-279,
OTU-05643,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__RC9,
OTU-02936,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Nocardia,s__Nocardia sienata
OTU-22049,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_A,s__Pseudomonas_A sp3
OTU-13536,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptoclostridiaceae,g__Peptoclostridium,s__Peptoclostridium acidaminophilum
OTU-06814,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A,
OTU-03209,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Actinokineospora_B,s__Actinokineospora_B spheciospongiae
OTU-10257,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_K,s__Lactobacillus_K mellis
OTU-20447,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Ewingella,s__Ewingella americana
OTU-01282,d__Bacteria,p__Acidobacteria,,,,,
OTU-22260,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__
OTU-17814,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Lutimaribacter,
OTU-09586,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_L,g__Bacillus_AX,
OTU-21105,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Francisellales,,,
OTU-14537,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,g__AB-629-J13,
OTU-10385,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-19552,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__
OTU-09825,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,,
OTU-01639,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum suis
OTU-01921,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Demequinaceae,g__Lysinimicrobium,s__Lysinimicrobium mangrovi
OTU-09409,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_V,
OTU-10386,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-22927,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas chelatiphaga
OTU-08316,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Flexistipitaceae,g__Flexistipes,
OTU-08762,d__Bacteria,p__Desulfuromonadaeota,c__Desulfuromonadia,o__Desulfuromonadales,f__Pelobacteraceae_A,g__Pelobacter_A,s__Pelobacter_A acetylenicus
OTU-03807,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces griseorubens
OTU-08310,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Denitrovibrionaceae,g__Denitrovibrio,
OTU-00038,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__B24,f__B24,g__B24,
OTU-21675,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__IMCC2047,,
OTU-19214,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Mitsuaria,
OTU-04115,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA1382,
OTU-03474,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionimicrobium,s__
OTU-12950,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__UBA1033,
OTU-11092,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,,
OTU-01330,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,g__KBS-96,s__
OTU-05301,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Lentimicrobiaceae,,
OTU-21004,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,
