species_id,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-09435,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_W,s__Bacillus_W rubiinfantis
OTU-02145,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Leucobacter,s__
OTU-12257,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__
OTU-04475,d__Bacteria,p__Aquificae,c__Aquificae,o__Hydrogenothermales,f__Hydrogenothermaceae,g__Persephonella,s__Persephonella sp1
OTU-14617,d__Bacteria,p__Methylomirabilaeota,c__Rokubacteria,o__GWA2-73-35,f__GWA2-73-35,g__UBA12499,s__
OTU-23439,d__Bacteria,p__Verrucomicrobia,c__Kiritimatiellae,o__Kiritimatiellales,f__Kiritimatiellaceae,g__Kiritimatiella,s__Kiritimatiella glycovorans
OTU-08941,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_A,
OTU-14587,d__Bacteria,p__Marinimicrobia,c__UBA8477,o__UBA8477,,,
OTU-23223,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D bryantii
OTU-12182,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,
OTU-19038,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus basilensis_B
OTU-09568,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__Bacillus_C,s__Bacillus_C megaterium
OTU-05548,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,
OTU-05049,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella oulorum
OTU-22041,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_A,
OTU-04851,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-18043,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria_A,s__
OTU-08914,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,
OTU-09384,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AA,s__Bacillus_AA eiseniae
OTU-13628,d__Bacteria,p__Firmicutes,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__
OTU-11483,d__Bacteria,p__Firmicutes,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__Ruminiclostridium,s__
OTU-07162,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Epilithonimonas,s__Epilithonimonas lactis
OTU-07680,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea,s__Caldilinea aerophila
OTU-12813,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,,
OTU-14765,d__Bacteria,p__Nitrospirae,c__Thermodesulfovibrionia,,,,
OTU-21793,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter nectaris
OTU-23536,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,,,
OTU-13812,d__Bacteria,p__Firmicutes,c__Clostridia,o__Tissierellales,f__Tepidimicrobiaceae,g__Tepidimicrobium,s__Tepidimicrobium ultunense
OTU-15850,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,,,
OTU-22759,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,,
OTU-02516,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium doosanense
OTU-18050,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sagittula,s__Sagittula stellata
OTU-13751,d__Bacteria,p__Firmicutes,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Ndongobacter,s__Ndongobacter massiliensis
OTU-18822,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax,s__Acidovorax sp2
OTU-12345,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__GCA-900066135,s__
OTU-05672,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__
OTU-01150,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIB,g__UBA91,
OTU-14340,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__
OTU-11728,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_P,s__
OTU-09024,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Nitratiruptoraceae,g__Nitratiruptor,s__
OTU-16537,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,,
OTU-02545,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense
OTU-18584,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp7
OTU-00475,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halovenus,s__Halovenus aranensis
OTU-08506,d__Bacteria,p__Desulfobacteraeota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__Desulfobulbus_A,s__Desulfobulbus_A mediterraneus
OTU-00367,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus_A,s__Methanocaldococcus_A villosus
OTU-18243,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,,
OTU-14026,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,
OTU-07661,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__envOPS12,g__UBA8950,s__
OTU-09463,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__MUM-13,s__MUM-13 sp1
OTU-06007,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__ELB16-189,
OTU-15883,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,,
OTU-20572,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,s__Pantoea eucrina
OTU-06609,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium soli
OTU-07488,d__Bacteria,p__Bdellovibrionaeota,c__Bacteriovoracia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__XYC1-FULL-37-79,s__
OTU-00897,d__Archaea,p__Nanoarchaeota,c__Woesearchaeia,o__Pacearchaeales,f__GW2011-AR1,g__RBG-13-33-26,
OTU-15937,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,f__Isosphaeraceae,g__Planctomyces,s__
OTU-15979,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,,
OTU-03258,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis xylanica
OTU-11107,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__GP183,s__
OTU-06608,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium sinopsychrotolerans
OTU-17218,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__
OTU-13326,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,
OTU-09502,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_D,g__Bacillus_L,
OTU-17601,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Tardiphaga,s__
OTU-16730,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,,
OTU-11294,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermoactinomycetales,f__Numidaceae,g__Numidum,s__Numidum massiliense
OTU-21338,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae,g__Methylophaga,
OTU-12362,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,
OTU-10710,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_F,s__Mycoplasma_F felis
OTU-16477,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__Elsteraceae,g__Elstera,
OTU-17032,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__68-8,s__
OTU-12154,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-791,
OTU-07816,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,f__RBG-16-60-22,g__RBG-13-51-18,s__
OTU-23037,d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__NAC60-12,g__Arctic96AD-7,s__Arctic96AD-7 sp3
OTU-01650,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii
OTU-15183,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Levybacterales,f__GWA1-39-11,g__2-01-FULL-38-13,s__2-01-FULL-38-13 sp1
OTU-00382,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Methanofastidiosales,f__Methanofastidiosaceae,g__Methanofastidiosum,
OTU-12697,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-724,
OTU-15017,d__Bacteria,p__Patescibacteria,c__Doudnabacteria,o__UBA920,f__2-01-FULL-46-14,g__2-01-FULL-46-14,s__2-01-FULL-46-14 sp1
OTU-14692,d__Bacteria,p__Myxococcaeota,c__XYA12-FULL-58-9,o__XYA12-FULL-58-9,f__XYA12-FULL-58-9,g__XYA12-FULL-58-9,s__
OTU-23644,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,,,
OTU-01035,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIA,,
OTU-01338,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__UBA7541,f__UBA7541,g__UBA7541,s__
OTU-03005,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Rhodococcus,s__Rhodococcus triatomae_A
OTU-20860,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,
OTU-03260,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis_A,s__Amycolatopsis_A methanolica
OTU-17746,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__HLUCCO07,s__
OTU-20657,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Salmonella,s__Salmonella bongori
OTU-01934,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium faecium
OTU-08998,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__Helicobacter_C cinaedi
OTU-19723,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Neisseriaceae,g__Alysiella,
OTU-13328,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,s__Fournierella massiliensis
OTU-21826,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,
OTU-00116,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__20CM-2-39-20,s__
OTU-04852,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-04211,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-00084,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,,,,
OTU-06144,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,
OTU-13271,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,
OTU-09179,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma_D,s__Acholeplasma_D palmae
OTU-01458,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__IMCC26256,g__IMCC26256,s__
OTU-12080,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio sp2
OTU-04727,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis
OTU-19664,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Hydrogenophilaceae,g__Thiobacillus,s__Thiobacillus thioparus
OTU-14720,d__Bacteria,p__Nitrospinae,c__UBA9942,,,,
OTU-10217,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_H,
OTU-17318,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,
OTU-19998,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,,,
OTU-02097,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Curtobacterium,s__
OTU-00633,d__Archaea,p__Halobacteraeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,
OTU-16326,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,
OTU-00393,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus horikoshii
OTU-23143,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__RBG-16-67-19,g__RBG-16-67-19,s__
OTU-18387,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium acidiphilum
OTU-16134,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
OTU-20412,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter nimipressuralis
OTU-18484,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
OTU-21625,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas_B,
OTU-20178,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Idiomarina,
OTU-06337,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
OTU-16460,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,g__Oceanicaulis,s__Oceanicaulis alexandrii
OTU-12225,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__
OTU-02123,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Humibacter,s__Humibacter albus
OTU-18830,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_A,s__Acidovorax_A oryzae
OTU-16045,d__Bacteria,p__Proteobacteria,,,,,
OTU-00244,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera yellowstonensis
OTU-22028,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas knackmussii
OTU-11595,d__Bacteria,p__Firmicutes,c__Clostridia,o__Christensenellales,f__CAG-74,,
OTU-10291,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides
OTU-19387,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Polynucleobacter,s__Polynucleobacter wuianus
OTU-06279,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,,
OTU-09014,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_E,s__Helicobacter_E heilmannii
OTU-22853,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__
OTU-15395,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Spechtbacterales,f__WO2-38-22,g__HO2-43-30,s__HO2-43-30 sp1
OTU-18540,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__
OTU-10432,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-05904,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Lewinella,
OTU-01530,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__MedAcidi-G1,g__S20-B6,s__S20-B6 sp1
OTU-04701,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides intestinalis
OTU-01172,d__Archaea,p__Thermoplasmataeota,c__Thermoplasmata,,,,
OTU-09909,d__Bacteria,p__Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium_A,s__Exiguobacterium_A sp1
OTU-02290,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Tropheryma,s__Tropheryma whipplei
OTU-07520,d__Bacteria,p__Bdellovibrionaeota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__Bdellovibrio bacteriovorus_D
OTU-23490,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__Victivallales,,,
OTU-21201,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_C,s__Legionella_C quinlivanii
OTU-05549,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,
OTU-00042,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__B25,f__B25,g__B25,s__
OTU-03195,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,,
OTU-00503,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__A07HB70,s__
OTU-08581,d__Bacteria,p__Desulfobacteraeota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Smithella,s__
OTU-06851,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Nonlabens,
OTU-02742,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__
OTU-01363,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Chloracidobacteriales,f__Chloracidobacteriaceae,g__Chloracidobacterium,
OTU-02984,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Rhodococcus,s__Rhodococcus gordoniae
OTU-14422,d__Bacteria,p__Hydrogenedentes,,,,,
OTU-18012,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseovarius,s__
OTU-09629,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Halobacillus,s__Halobacillus kuroshimensis
OTU-22688,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA10353,f__LS-SOB,g__REDSEA-S09-B13,s__REDSEA-S09-B13 sp1
OTU-01386,d__Bacteria,p__Acidobacteria,c__DSM-100886,o__DSM-100886,,,
OTU-21116,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Francisellales,f__Francisellaceae,g__Francisella,s__Francisella hispaniensis
OTU-17440,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Pseudovibrio,s__
OTU-17671,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Aestuariivita,s__Aestuariivita boseongensis
OTU-01699,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_F,s__Actinomyces_F nasicola
OTU-04853,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-10557,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus iniae
OTU-02363,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,s__Kocuria rhizophila_A
OTU-09528,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A,s__
OTU-18725,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidithiobacillales,f__Acidithiobacillaceae,g__Acidithiobacillus,s__Acidithiobacillus thiooxidans
OTU-18875,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Bordetella,s__Bordetella trematum
OTU-00789,d__Archaea,p__Microarchaeota,c__Micrarchaeia,o__UBA10214,f__UBA8471,g__UBA8471,s__UBA8471 sp1
OTU-16327,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,
OTU-04684,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides cellulosilyticus
OTU-09202,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae_A,g__Acholeplasma_C,s__Acholeplasma_C brassicae
OTU-16442,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,,
OTU-09749,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,
OTU-20107,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Tolumonas,s__
OTU-03309,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,s__Pseudonocardia acaciae
OTU-13949,d__Bacteria,p__Firmicutes,c__Halanaerobiia,o__Halobacteroidales,f__Acetohalobiaceae,g__Fuchsiella,s__Fuchsiella alkaliacetigena
OTU-01151,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIB,g__UBA91,
OTU-06566,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium cucumis
OTU-12814,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,,
OTU-09880,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania massiliensis
OTU-04507,d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,,
OTU-19955,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Wohlfahrtiimonadaceae,g__Wohlfahrtiimonas,
OTU-13256,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-169,
OTU-13482,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-145,
OTU-18582,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp2
OTU-00644,d__Archaea,p__Halobacteraeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocullaceae,g__Methanoculleus,
OTU-22824,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Aquimonas,
OTU-14486,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__AAA160-C11,g__AAA160-C11,
OTU-10729,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_G,s__Mycoplasma_G opalescens
OTU-15851,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,,,
